year,to_country_id,to_country,performer,song,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2016,mt,Malta,Ira Losco,Walk on Water,1.0,22,18,12,153.0,3,209.0,16,137,54,155,Ira Losco;Lisa Desmond;Molly Pettersson Hammar;Tim Larsson;Tobias Lundgren,Ira Losco;Lisa Desmond;Molly Pettersson Hammar;Tim Larsson;Tobias Lundgren,"AHH\nAHH\n\nI've been fading into grey\nTrying to be someone\nTrying to please someone \n\nI've been painting bitter blue\nAlways hitting walls\nAlways trying to break the fall\n\nI'm not perfect\nBut I'm A ok \nChasing off the clouds \nI lock the blues away\nI lock the pain away \n\nI can't get enough of your love\nI can't get you out of my heart\nI can't get enough of your love\n'Cause i-i-i-I\n\nFeel like I can walk on water\nOn water, On water\nAnd now i'm gonna walk on \nwater, On water, On water \nFeels like I can walk on water\n\nI've been trying hard to hear\nwhat my heart wants to say\nLetting it lead the way\n\nI'm not perfect\nBut I'm A ok \nChasing off the clouds \nI lock the blues away\nI lock the pain away \n\nI can't get enough of your love\nI can't get you out of my heart\nI can't get enough of your love\n'Cause i-i-i-I\n\nFeel like I can walk on water\nOn water , On water\nAnd now i'm gonna walk on \n\nOoh ooh ooh \nAll I wanna do is\nOoh ooh ooh\nKeep walking on water\nOoh ooh ooh\nAll I wanna do is\nWalk on water\n\nOoh \n\nI can't get enough of your love\n'Cause i- i-i-I\n\nFeel like I can walk on water\nOn water, On water\nAnd now i'm gonna walk on \nwater On water on water \nFeel like I can walk on water",https://youtube.com/watch?v=58YS5m3EYVY
2016,at,Austria,Zoë,Loin d'ici,1.0,24,12,13,151.0,7,170.0,120,31,133,37,Christof Straub;Zoë Straub,Christof Straub;Zoë Straub,"Et quand tu chantes, oui moi je chante aussi\nQuand tu t'élances, je suis\nEt quand tu voles, oui moi je vole aussi\nSi tu t'élances, j'te suis\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante\n\nEt quand la route nous semble sans issue\nSans aucun doute j'te suis\nSans aucun doute, même si on s'ra perdu\nSans aucun doute j'te suis\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\nOn chante et on danse et on rit\nOn s'élance, réuni\nEnivré dans l'imprudence\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\n(Dans un pays loin d'ici) Dans un pays\n(À la recherche du paradis) Du paradis\n(Dans un pays loin d'ici) Dans un pays\nOn chante, on chante\n\n(Dans un pays loin d'ici)\nOn chante, on chante, on danse, on danse\n(À la recherche du paradis) Dans un pays\n\n(Dans un pays loin d'ici)\nOn chante, on chante, on danse, on danse\n(On chante) Loin d'ici",https://youtube.com/watch?v=3xuPYt5i5cE
2016,il,Israel,Hovi Star,Made of Stars,2.0,7,4,14,135.0,7,147.0,11,124,20,127,Doron Medalie,Doron Medalie,"A language I don't understand \nYou speak, I listen, I'm your friend\n(You hypnotize me)\n\nTake my hand\nA million faces tied in chains\nYou ride a Black horse in the rain \n(You hypnotize me)\n\nDon't escape no more, no more, no more, no more\nWe are all\n\nMade of stars\nSilver fragments fallin'\nWe are made of stars\nWe are made of stars\nSearching for that secret promise\nMade of stars\n\nYou heal me, you fill me\nIgnite a flame within me\n(Hypnotize me)\nI'm begging you\nDon't escape no more, no more, no more, no more\nWe are all\n\nMade of stars\nSilver fragments fallin'\nWe are made of stars\nWe are made of stars\nSearching for that secret promise\nMade of stars\n\nTell me that you understand\nCome in close and take my hand\nLet's float across the sky like there's no floor and there's no ceiling\nDance with me like we are made of stars\n'cause we are, we are, we are\n\nMade of stars\nSilver fragments fallin'\nWe are made of stars\nWe are made of stars\nSearching for that secret promise\nMade of stars\n\nDance with me like we are made of stars",https://youtube.com/watch?v=SS5TB2XUdgs
2016,lv,Latvia,Justs,Heartbeat,2.0,20,1,15,132.0,8,132.0,63,69,68,64,Aminata Savadogo,Aminata Savadogo,"I know you told so many times\nSo many words in different rhymes\nBut I don't feel the same\n\nI wasn't innocent, I know\nAnd things I did for sure were wrong\nThe time has passed so long\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nI'm getting wild when I'm alone\nI learned by heart you're not my own\nBut I never asked you to belong\n\nYou're my desire and my pain\nBut all battles are in vain\nYou mean more than anything to me\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nYou're the one that I need\nYou're the air that I breathe\nDon't throw my heart away\nI want you to stay\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nFeeling your heartbeat",https://youtube.com/watch?v=o-2Lt7zzlBU
2016,it,Italy,Francesca Michielin,No Degree of Separation,,6,,16,124.0,,,34,90,,,Cheope;Fabio Gargiulo;Federica Abbate,Federica Abbate;Francesca Michielin;Norma Jean Martine,"È la prima volta che mi capita\nPrima mi chiudevo in una scatola\nSempre un po' distante dalle cose della vita\nPerché così profondamente non l'avevo mai sentita\nE poi ho sentito un'emozione accendersi veloce\nE farsi strada nel mio petto senza spegnere la voce\nE non sentire più tensione solo vita dentro di me\n\nNessun grado di separazione\nNessun tipo di esitazione\nNon c'è più nessuna divisione fra di noi\nSiamo una sola direzione in questo universo che si muove\nNon c'è nessun grado di separazione\n\nDavo meno spazio al cuore e più alla mente\nsempre un passo indietro e l'anima in allerta\ne guardavo il mondo da una porta\nmai completamente aperta e non da vicino\ne no non c'è alcuna esitazione finalmente dentro di me\n\nThere is no degree of separation\nThere is no degree of hesitation\nThere is no degree of space between us\nlive in love\nWe are stars aligned together\ndancing through the sky, we are shining\n\nNessun grado di separazione\n\nNessun grado di separazione\nin questo universo che si muove\n\nE poi ho sentito un'emozione accendersi veloce\nE farsi strada nel mio petto senza spegnere la voce",https://youtube.com/watch?v=YfnhDfy8AjU
2016,az,Azerbaijan,Samra,Miracle,1.0,4,14,17,117.0,6,185.0,73,44,93,92,Amir Aly;Henrik Wikström;Jakke Erixson,Amir Aly;Henrik Wikström;Jakke Erixson,"You got in my head, boy, like a song \nThat I kept on singing, all along \nBut the radio stopped to play us long ago, long ago\n\nGuess I've had enough, boy, guess I'm done \nLike a burning fire, now it's gone \nThought I saw myself in you,  I made a mistake,  there's nothing to say \nI'm walking away \n\nGonna take a miracle, oh oh \nGonna take a miracle to heal this love \nBaby I won't stay another night \nThis time I say goodbye, I'm letting you go \n\nGonna take a miracle, oh oh \n\nIt was a one way road for you and I \nYeah, we built this castle based on lies\nAnd now we have hit the point of no return \nWe crash and we burn, you live and you learn\n\nGonna take a miracle, oh oh \nGonna take a miracle to heal this love \nBaby I won't stay another night \nThis time I say goodbye, I'm letting you go \n\nGonna take a miracle, oh oh\n Gonna take a miracle to save us now \nAnd I won't pretend to be alright \nmy heart is on the line, our end is my start \n\n(Mira-mira-miracle)\nHey (Mira-mira-mira)\nMira-mira-miracle\n\n(Gonna take a miracle)\n(Mira-mira-miracle)\nOoh… (Mira-mira-mira)\nMira-mira-miracle\n\nOh, gonna take a miracle, oh…\nGonna take a miracle to save us now\nGonna take a mira-mira-miracle, mira-mira-mira\nMira-mira-miracle to save us now",https://youtube.com/watch?v=cB8eSLyffsI
2016,rs,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),2.0,15,6,18,115.0,10,105.0,80,35,50,55,Ivana Peters,Ivana Peters,"I wish I could stop it, wish I could fight it\nBut there's nothing I can do, ooh…\nI thought that we were meant for each other\nOh, how I wish I knew you better\n\nI played a fool so many times\nCan't even count it\n\nEvery time I say goodbye\nYou try to hold me by your side\nCouldn't fight my way out of your hands\nFind a shelter from the pain\n\nEvery time you say your lies\nI hide away and close my eyes\nI won't let you tear my world apart\nGonna find a shelter for my heart\n\nI thought that it was supposed to hurt me\nI thought that it was love, mmm…\nI put my hands up but I won't surrender\nDon't need what doesn't serve me anymore\n\nI lick my wounds\nSo that I can keep on fighting\n\nEvery time I say goodbye\nYou try to hold me by your side\nCouldn't fight my way out of your hands\nFind a shelter from the pain\n\nEvery time you say your lies\nI hide away and close my eyes\nI won't let you tear my world apart\nGonna find a shelter for my heart\n\n(Oh… oh…)\nEvery time I said goodbye\n(Oh… oh…)\nBaby, stay away this time\n\nEvery time I say goodbye\n(You try to hold me by your side)\nI will fight my way out of your hands\n(Find a shelter from the pain)\n\nEvery time… (Every time you say your lies)\n(I hide away and close my eyes)\nWon't let you tear my world apart\nGonna find a shelter for my heart",https://youtube.com/watch?v=yTlxLiSQWjk
2016,hu,Hungary,Freddie,Pioneer,1.0,5,4,19,108.0,4,197.0,56,52,119,78,Zé Szabó,Borbála Csarnai,"When you need to run away\nFrom what other people say\nYour enemy might be your own mind\n\nA smile, a hug, a little praise\nYou haven't received for days\nFor long you feel mistreated\n\nIn a world where the poems sound fake\nAnd the love is replaced by the fame\n\nA million hearts of a million people\nBe proud, you were born to be real\nA million lies in a million temples\nIt's only fear, become a pioneer\n\nYou've been weird, been a mess\nThey don't know how to value uniqueness\nSo they turn their heads away, away\n\nWhen there no more products to sell\nEveryone will cast their own spell\n\nA million hearts of a million people\nBe proud, you were born to be real\nA million lies in a million temples\nIt's only fear, become a pioneer\n\nNo right time, no right place\nTo meet your inner grace\nApproval is found within\n\nA million hearts of a million people\nBe proud, you were born to be real\nNo right time, no right place, yeah\nA million lies in a million temples\nIt's only fear, become a pioneer\n\nYou should know, you should know\nOh, you should know, you should know",https://youtube.com/watch?v=bT2DcpqvorI
2016,ge,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,2.0,23,16,20,104.0,9,123.0,24,80,39,84,Kote Kalandadze;Thomas G:son,Kote Kalandadze,"When I came to you\nYour smell on me\nI reached around the bed\nAnd grabbed a cigarette out of your bag\n\nSound of you breathing\nFeel of your skin\nBrought back some memories\nI never thought this all could happen to me\n\nTen hours are missing\nFrom memory\nI vaguely can recall\nPain and pleasure mixing in one bowl\n\nMy mind is spinning\nI know the bliss\nOne million miles away\nMy flesh and bones are dreaming in a haze\n\nThe stains of blood on your skin\nNight will come, so we'll see\nThe stains of blood on your skin\nNight will come, so we'll see\n\nThe stains of blood on your skin\nNight will come, so we'll see\nThe stains of blood on your skin\nOn your skin, on your skin\n\nWhen I came to you\nYour smell on me\nI reached around the bed\nAnd grabbed a cigarette out of your bag",https://youtube.com/watch?v=rviE2-9eiTI
2016,cy,Cyprus,Minus One,Alter Ego,1.0,14,11,21,96.0,8,164.0,53,43,93,71,Antonis Loizides;Chris J;Constantinos Amerikanos;François Micheletto;Harrys Pari;Thomas G:son,Antonis Loizides;Chris J;Constantinos Amerikanos;François Micheletto;Harrys Pari;Thomas G:son,"Waking up alone, like a man that failed\nTrapped into the mist of our fairytale\nAnd you know, you know, you know, I'm still inside\n\nI knew it all along, but I couldn't tell\nThis kind of love, would lock my heart in jail\nYou know, you know, you know, it's doing time\n\nCaught in the middle of, the dawn and the sunrise\nLife is a miracle, I saw it in your eyes\nUnder the spotlight, I howl in the moonlight\nHowling for you\n\nTake it on, take it on, and get me through the night\nTake it on, take it on, until the morning light\nTake it on, take it on, and get me through the night\nTake it on, take it on, take it on\n\nI've heard it all before, people always say\nTime can take the sorrow and the pain away\nYou know, you know, this love will never die\n\nCaught in the middle of, the dawn and the sunrise\nLife is a miracle, I saw it in your eyes\nUnder the spotlight, I howl in the moonlight\nHowling for you\n\nCaught in the middle of, the dawn and the sunrise\nLife is a miracle, I saw it in your eyes\nUnder the spotlight, I howl in the moonlight\nHowling for you\n\nTake it on, take it on, and get me through the night\nTake it on, take it on, until the morning light\nTake it on, take it on, and get me through the night\nTake it on, take it on, take it on\nI cross the oceans, I fly on the skyline\nDrive any road that, will bring me by your side\n\n(howl)\n\nTake it on, take it on, and get me through the night\nTake it on, take it on, until the morning light\nTake it on, take it on, and get me through the night\nTake it on, take it on, take it on\nCaught in the middle of, the dawn and the sunrise\nLife is a miracle, I saw it in your eyes",https://youtube.com/watch?v=idUxTqmCFR0
2016,es,Spain,Barei,Say Yay!,,19,,22,77.0,,,10,67,,,Barei;Rubén Villanueva;Víctor Púa,Barei;Rubén Villanueva;Víctor Púa,"Hello, hello Mr fighter\nLook, there we go again\nGo-getters don't forsake!\nThey never wallow in their fate\n\nMore than a thousand miles until the end\nWe're never gonna know what lies ahead\nWe only got today\nTo learn from our yesterday!\n\nI feel alive (bringing into play)\nMy whole life (going all the way)\nI'm still alive (and I turn away)\nFrom broken mirrors\nI feel alive (when I dare to say)\nI wanna fight\nWon't fix by running, running, running!\n\n(Say yay yay yay!)\nCome on and raise your battle cry\nYou are the one who never dies!\nHurray sing it lalalala! Go on singing lalalala!\nYou keep on climbing over hills\nRight now you're following your dreams!\nHurray sing it lalalala! Hurray!\n\n(Say yay yay yay!)\nHurray!\n(Say yay yay yay!)\n(Say yay yay yay!)\nHurray!\n(Say yay yay yay!)\n\nHello, hello Mr Danger\nNo need to be afraid!\nI know by heart my shades\nI got the light between my breaks\n\nMore than a thousand wounds upon my hands\nof every time I fought them face to face!\nWe go through our mistakes\nto find the way to go back straight\n\nI feel alive (bringing into play)\nmy whole life (going all the way)\nI'm still alive (and I turn away)\nfrom broken mirrors\nI feel alive (when I dare to say)\nI wanna fight\nWon't fix by running, no no no, won't fix by running!\n\nCome on and raise your battle cry\nYou are the one who never dies!\n(Hurray sing it lalalala! Go on singing lalalala!)\nYou keep on climbing over hills\nRight now you're following your dreams!\n(Hurray sing it lalalala!)\nHurray!\n\n(Say yay yay yay!)\nHurray!\n(Say yay yay yay!)\n(Say yay yay yay!)\nHurray!\n(Say yay yay yay!)\nSay yay yay yay!\nHurray!\nYou gotta say yay!\nDo, do, do, do, do...\nDo, do, do, do, do...\nHurray!\nYou gotta say yay!\nRaise up your battle cry!\n\nSay yay yay yay!",https://youtube.com/watch?v=EgbjNsxehrY
